run,dataset,smoothing,method,label,corr_sigma_ms,trial,start_s,end_s,correlation
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,50.0,4,1811.9448800000027,1828.3408599999966,0.9650829879385587
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,75.0,0,93.70739999999932,111.86805999999342,0.9676811781236633
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,75.0,1,1188.347259000002,1204.7428189999991,0.9396109780027184
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,75.0,2,1409.6599790000037,1426.0557189999963,0.924593631298245
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,75.0,3,1479.0277789999964,1495.4233190000014,0.9238215709008932
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,75.0,4,1811.9448800000027,1828.3408599999966,0.9692676418386098
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,100.0,0,93.70739999999932,111.86805999999342,0.969550956640602
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,100.0,1,1188.347259000002,1204.7428189999991,0.937651470280801
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,100.0,2,1409.6599790000037,1426.0557189999963,0.9272626528354407
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,100.0,3,1479.0277789999964,1495.4233190000014,0.9316873175626592
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,100.0,4,1811.9448800000027,1828.3408599999966,0.972459674090097
pgas_jG8f_params,jGCaMP8f_ANM471994_cell02,raw,pgas,pgas,10.0,0,674.4914209999988,690.8878410000034,0.6654432897992462
pgas_jG8f_params,jGCaMP8f_ANM471994_cell02,raw,pgas,pgas,10.0,1,828.4517209999976,844.8481610000017,0.9275989536826005
pgas_jG8f_params,jGCaMP8f_ANM471994_cell02,raw,pgas,pgas,10.0,2,1085.3361210000003,1101.7327409999998,0.8617695512002146
pgas_jG8f_params,jGCaMP8f_ANM471994_cell02,raw,pgas,pgas,20.0,0,674.4914209999988,690.8878410000034,0.7103759325466692
pgas_jG8f_params,jGCaMP8f_ANM471994_cell02,raw,pgas,pgas,20.0,1,828.4517209999976,844.8481610000017,0.9535574086706451
pgas_jG8f_params,jGCaMP8f_ANM471994_cell02,raw,pgas,pgas,20.0,2,1085.3361210000003,1101.7327409999998,0.9167205946253834
pgas_jG8f_params,jGCaMP8f_ANM471994_cell02,raw,pgas,pgas,30.0,0,674.4914209999988,690.8878410000034,0.7228728931744399
pgas_jG8f_params,jGCaMP8f_ANM471994_cell02,raw,pgas,pgas,30.0,1,828.4517209999976,844.8481610000017,0.9593438025016494
pgas_jG8f_params,jGCaMP8f_ANM471994_cell02,raw,pgas,pgas,30.0,2,1085.3361210000003,1101.7327409999998,0.9307555703570802
pgas_jG8f_params,jGCaMP8f_ANM471994_cell02,raw,pgas,pgas,40.0,0,674.4914209999988,690.8878410000034,0.7237259835027329
pgas_jG8f_params,jGCaMP8f_ANM471994_cell02,raw,pgas,pgas,40.0,1,828.4517209999976,844.8481610000017,0.9593301312468323
pgas_jG8f_params,jGCaMP8f_ANM471994_cell02,raw,pgas,pgas,40.0,2,1085.3361210000003,1101.7327409999998,0.9361437970308315
pgas_jG8f_params,jGCaMP8f_ANM471994_cell02,raw,pgas,pgas,50.0,0,674.4914209999988,690.8878410000034,0.7224269321989208
pgas_jG8f_params,jGCaMP8f_ANM471994_cell02,raw,pgas,pgas,50.0,1,828.4517209999976,844.8481610000017,0.9570457358489594
